printouts,fulltext,fullurl,namespace,exists,displaytitle
[],Botrychium rugulosum,//floranorthamerica.org/Botrychium_rugulosum,0,1,Botrychium rugulosum
[],Botrychium simplex,//floranorthamerica.org/Botrychium_simplex,0,1,Botrychium simplex
[],Botrychium spathulatum,//floranorthamerica.org/Botrychium_spathulatum,0,1,Botrychium spathulatum
[],Botrychium virginianum,//floranorthamerica.org/Botrychium_virginianum,0,1,Botrychium virginianum
[],Callitris glaucophylla,//floranorthamerica.org/Callitris_glaucophylla,0,1,Callitris glaucophylla
[],Calocedrus decurrens,//floranorthamerica.org/Calocedrus_decurrens,0,1,Calocedrus decurrens
[],Campyloneurum angustifolium,//floranorthamerica.org/Campyloneurum_angustifolium,0,1,Campyloneurum angustifolium
[],Campyloneurum costatum,//floranorthamerica.org/Campyloneurum_costatum,0,1,Campyloneurum costatum
[],Campyloneurum latum,//floranorthamerica.org/Campyloneurum_latum,0,1,Campyloneurum latum
[],Campyloneurum phyllitidis,//floranorthamerica.org/Campyloneurum_phyllitidis,0,1,Campyloneurum phyllitidis
[],Ceratopteris pteridoides,//floranorthamerica.org/Ceratopteris_pteridoides,0,1,Ceratopteris pteridoides
[],Ceratopteris richardii,//floranorthamerica.org/Ceratopteris_richardii,0,1,Ceratopteris richardii
[],Ceratopteris thalictroides,//floranorthamerica.org/Ceratopteris_thalictroides,0,1,Ceratopteris thalictroides
[],Chamaecyparis lawsoniana,//floranorthamerica.org/Chamaecyparis_lawsoniana,0,1,Chamaecyparis lawsoniana
[],Chamaecyparis nootkatensis,//floranorthamerica.org/Chamaecyparis_nootkatensis,0,1,Chamaecyparis nootkatensis
[],Chamaecyparis thyoides,//floranorthamerica.org/Chamaecyparis_thyoides,0,1,Chamaecyparis thyoides
[],Cheilanthes aemula,//floranorthamerica.org/Cheilanthes_aemula,0,1,Cheilanthes aemula
[],Cheilanthes alabamensis,//floranorthamerica.org/Cheilanthes_alabamensis,0,1,Cheilanthes alabamensis
[],Cheilanthes arizonica,//floranorthamerica.org/Cheilanthes_arizonica,0,1,Cheilanthes arizonica
[],Cheilanthes bonariensis,//floranorthamerica.org/Cheilanthes_bonariensis,0,1,Cheilanthes bonariensis
[],Cheilanthes clevelandii,//floranorthamerica.org/Cheilanthes_clevelandii,0,1,Cheilanthes clevelandii
[],Cheilanthes cooperae,//floranorthamerica.org/Cheilanthes_cooperae,0,1,Cheilanthes cooperae
[],Cheilanthes covillei,//floranorthamerica.org/Cheilanthes_covillei,0,1,Cheilanthes covillei
[],Cheilanthes eatonii,//floranorthamerica.org/Cheilanthes_eatonii,0,1,Cheilanthes eatonii
[],Cheilanthes feei,//floranorthamerica.org/Cheilanthes_feei,0,1,Cheilanthes feei
[],Cheilanthes fendleri,//floranorthamerica.org/Cheilanthes_fendleri,0,1,Cheilanthes fendleri
[],Cheilanthes gracillima,//floranorthamerica.org/Cheilanthes_gracillima,0,1,Cheilanthes gracillima
[],Cheilanthes horridula,//floranorthamerica.org/Cheilanthes_horridula,0,1,Cheilanthes horridula
[],Cheilanthes intertexta,//floranorthamerica.org/Cheilanthes_intertexta,0,1,Cheilanthes intertexta
[],Cheilanthes kaulfussii,//floranorthamerica.org/Cheilanthes_kaulfussii,0,1,Cheilanthes kaulfussii
[],Cheilanthes lanosa,//floranorthamerica.org/Cheilanthes_lanosa,0,1,Cheilanthes lanosa
[],Cheilanthes lendigera,//floranorthamerica.org/Cheilanthes_lendigera,0,1,Cheilanthes lendigera
[],Cheilanthes leucopoda,//floranorthamerica.org/Cheilanthes_leucopoda,0,1,Cheilanthes leucopoda
[],Cheilanthes lindheimeri,//floranorthamerica.org/Cheilanthes_lindheimeri,0,1,Cheilanthes lindheimeri
[],Cheilanthes microphylla,//floranorthamerica.org/Cheilanthes_microphylla,0,1,Cheilanthes microphylla
[],Cheilanthes newberryi,//floranorthamerica.org/Cheilanthes_newberryi,0,1,Cheilanthes newberryi
[],Cheilanthes parryi,//floranorthamerica.org/Cheilanthes_parryi,0,1,Cheilanthes parryi
[],Cheilanthes pringlei,//floranorthamerica.org/Cheilanthes_pringlei,0,1,Cheilanthes pringlei
[],Cheilanthes tomentosa,//floranorthamerica.org/Cheilanthes_tomentosa,0,1,Cheilanthes tomentosa
[],Cheilanthes villosa,//floranorthamerica.org/Cheilanthes_villosa,0,1,Cheilanthes villosa
[],Cheilanthes viscida,//floranorthamerica.org/Cheilanthes_viscida,0,1,Cheilanthes viscida
[],Cheilanthes wootonii,//floranorthamerica.org/Cheilanthes_wootonii,0,1,Cheilanthes wootonii
[],Cheilanthes wrightii,//floranorthamerica.org/Cheilanthes_wrightii,0,1,Cheilanthes wrightii
[],Cheilanthes yavapensis,//floranorthamerica.org/Cheilanthes_yavapensis,0,1,Cheilanthes yavapensis
[],Cheiroglossa palmata,//floranorthamerica.org/Cheiroglossa_palmata,0,1,Cheiroglossa palmata
[],Cryptogramma acrostichoides,//floranorthamerica.org/Cryptogramma_acrostichoides,0,1,Cryptogramma acrostichoides
[],Cryptogramma cascadensis,//floranorthamerica.org/Cryptogramma_cascadensis,0,1,Cryptogramma cascadensis
[],Cryptogramma sitchensis,//floranorthamerica.org/Cryptogramma_sitchensis,0,1,Cryptogramma sitchensis
[],Cryptogramma stelleri,//floranorthamerica.org/Cryptogramma_stelleri,0,1,Cryptogramma stelleri
[],Ctenitis sloanei,//floranorthamerica.org/Ctenitis_sloanei,0,1,Ctenitis sloanei
[],Ctenitis submarginalis,//floranorthamerica.org/Ctenitis_submarginalis,0,1,Ctenitis submarginalis
[],Cupressus arizonica,//floranorthamerica.org/Cupressus_arizonica,0,1,Cupressus arizonica
[],Cupressus bakeri,//floranorthamerica.org/Cupressus_bakeri,0,1,Cupressus bakeri
[],Cupressus goveniana,//floranorthamerica.org/Cupressus_goveniana,0,1,Cupressus goveniana
[],Cupressus guadalupensis,//floranorthamerica.org/Cupressus_guadalupensis,0,1,Cupressus guadalupensis
[],Cupressus macnabiana,//floranorthamerica.org/Cupressus_macnabiana,0,1,Cupressus macnabiana
[],Cupressus macrocarpa,//floranorthamerica.org/Cupressus_macrocarpa,0,1,Cupressus macrocarpa
[],Cupressus sargentii,//floranorthamerica.org/Cupressus_sargentii,0,1,Cupressus sargentii
[],Cyrtomium falcatum,//floranorthamerica.org/Cyrtomium_falcatum,0,1,Cyrtomium falcatum
[],Cyrtomium fortunei,//floranorthamerica.org/Cyrtomium_fortunei,0,1,Cyrtomium fortunei
[],Cystopteris bulbifera,//floranorthamerica.org/Cystopteris_bulbifera,0,1,Cystopteris bulbifera
[],Cystopteris fragilis,//floranorthamerica.org/Cystopteris_fragilis,0,1,Cystopteris fragilis
[],Cystopteris laurentiana,//floranorthamerica.org/Cystopteris_laurentiana,0,1,Cystopteris laurentiana
[],Cystopteris montana,//floranorthamerica.org/Cystopteris_montana,0,1,Cystopteris montana
[],Cystopteris protrusa,//floranorthamerica.org/Cystopteris_protrusa,0,1,Cystopteris protrusa
[],Cystopteris reevesiana,//floranorthamerica.org/Cystopteris_reevesiana,0,1,Cystopteris reevesiana
[],Cystopteris tennesseensis,//floranorthamerica.org/Cystopteris_tennesseensis,0,1,Cystopteris tennesseensis
[],Cystopteris tenuis,//floranorthamerica.org/Cystopteris_tenuis,0,1,Cystopteris tenuis
[],Cystopteris utahensis,//floranorthamerica.org/Cystopteris_utahensis,0,1,Cystopteris utahensis
[],Dennstaedtia bipinnata,//floranorthamerica.org/Dennstaedtia_bipinnata,0,1,Dennstaedtia bipinnata
[],Dennstaedtia globulifera,//floranorthamerica.org/Dennstaedtia_globulifera,0,1,Dennstaedtia globulifera
[],Dennstaedtia punctilobula,//floranorthamerica.org/Dennstaedtia_punctilobula,0,1,Dennstaedtia punctilobula
[],Deparia acrostichoides,//floranorthamerica.org/Deparia_acrostichoides,0,1,Deparia acrostichoides
[],Deparia petersenii,//floranorthamerica.org/Deparia_petersenii,0,1,Deparia petersenii
[],Dicranopteris flexuosa,//floranorthamerica.org/Dicranopteris_flexuosa,0,1,Dicranopteris flexuosa
[],Diphasiastrum alpinum,//floranorthamerica.org/Diphasiastrum_alpinum,0,1,Diphasiastrum alpinum
[],Diphasiastrum complanatum,//floranorthamerica.org/Diphasiastrum_complanatum,0,1,Diphasiastrum complanatum
[],Diphasiastrum digitatum,//floranorthamerica.org/Diphasiastrum_digitatum,0,1,Diphasiastrum digitatum
[],Diphasiastrum sitchense,//floranorthamerica.org/Diphasiastrum_sitchense,0,1,Diphasiastrum sitchense
[],Diphasiastrum tristachyum,//floranorthamerica.org/Diphasiastrum_tristachyum,0,1,Diphasiastrum tristachyum
[],Diplazium esculentum,//floranorthamerica.org/Diplazium_esculentum,0,1,Diplazium esculentum
[],Diplazium lonchophyllum,//floranorthamerica.org/Diplazium_lonchophyllum,0,1,Diplazium lonchophyllum
[],Diplazium pycnocarpon,//floranorthamerica.org/Diplazium_pycnocarpon,0,1,Diplazium pycnocarpon
[],Dryopteris arguta,//floranorthamerica.org/Dryopteris_arguta,0,1,Dryopteris arguta
[],Dryopteris campyloptera,//floranorthamerica.org/Dryopteris_campyloptera,0,1,Dryopteris campyloptera
[],Dryopteris carthusiana,//floranorthamerica.org/Dryopteris_carthusiana,0,1,Dryopteris carthusiana
[],Dryopteris celsa,//floranorthamerica.org/Dryopteris_celsa,0,1,Dryopteris celsa
[],Dryopteris cinnamomea,//floranorthamerica.org/Dryopteris_cinnamomea,0,1,Dryopteris cinnamomea
[],Dryopteris clintoniana,//floranorthamerica.org/Dryopteris_clintoniana,0,1,Dryopteris clintoniana
[],Dryopteris cristata,//floranorthamerica.org/Dryopteris_cristata,0,1,Dryopteris cristata
[],Dryopteris expansa,//floranorthamerica.org/Dryopteris_expansa,0,1,Dryopteris expansa
[],Dryopteris filix-mas,//floranorthamerica.org/Dryopteris_filix-mas,0,1,Dryopteris filix-mas
[],Dryopteris fragrans,//floranorthamerica.org/Dryopteris_fragrans,0,1,Dryopteris fragrans
[],Dryopteris goldiana,//floranorthamerica.org/Dryopteris_goldiana,0,1,Dryopteris goldiana
[],Dryopteris goldieana,//floranorthamerica.org/Dryopteris_goldieana,0,1,Dryopteris goldieana
[],Dryopteris intermedia,//floranorthamerica.org/Dryopteris_intermedia,0,1,Dryopteris intermedia
[],Dryopteris ludoviciana,//floranorthamerica.org/Dryopteris_ludoviciana,0,1,Dryopteris ludoviciana
[],Dryopteris marginalis,//floranorthamerica.org/Dryopteris_marginalis,0,1,Dryopteris marginalis
[],Ephedra antisyphilitica,//floranorthamerica.org/Ephedra_antisyphilitica,0,1,Ephedra antisyphilitica
[],Ephedra aspera,//floranorthamerica.org/Ephedra_aspera,0,1,Ephedra aspera
[],Ephedra californica,//floranorthamerica.org/Ephedra_californica,0,1,Ephedra californica
[],Ephedra coryi,//floranorthamerica.org/Ephedra_coryi,0,1,Ephedra coryi
[],Ephedra cutleri,//floranorthamerica.org/Ephedra_cutleri,0,1,Ephedra cutleri
[],Ephedra fasciculata,//floranorthamerica.org/Ephedra_fasciculata,0,1,Ephedra fasciculata
[],Ephedra funerea,//floranorthamerica.org/Ephedra_funerea,0,1,Ephedra funerea
[],Ephedra nevadensis,//floranorthamerica.org/Ephedra_nevadensis,0,1,Ephedra nevadensis
[],Ephedra pedunculata,//floranorthamerica.org/Ephedra_pedunculata,0,1,Ephedra pedunculata
[],Ephedra torreyana,//floranorthamerica.org/Ephedra_torreyana,0,1,Ephedra torreyana
[],Ephedra trifurca,//floranorthamerica.org/Ephedra_trifurca,0,1,Ephedra trifurca
[],Ephedra viridis,//floranorthamerica.org/Ephedra_viridis,0,1,Ephedra viridis
[],Equisetum arvense,//floranorthamerica.org/Equisetum_arvense,0,1,Equisetum arvense
[],Equisetum fluviatile,//floranorthamerica.org/Equisetum_fluviatile,0,1,Equisetum fluviatile
[],Equisetum hyemale,//floranorthamerica.org/Equisetum_hyemale,0,1,Equisetum hyemale
[],Equisetum laevigatum,//floranorthamerica.org/Equisetum_laevigatum,0,1,Equisetum laevigatum
[],Equisetum palustre,//floranorthamerica.org/Equisetum_palustre,0,1,Equisetum palustre
[],Equisetum pratense,//floranorthamerica.org/Equisetum_pratense,0,1,Equisetum pratense
[],Equisetum ramosissimum,//floranorthamerica.org/Equisetum_ramosissimum,0,1,Equisetum ramosissimum
[],Equisetum scirpoides,//floranorthamerica.org/Equisetum_scirpoides,0,1,Equisetum scirpoides
[],Equisetum sylvaticum,//floranorthamerica.org/Equisetum_sylvaticum,0,1,Equisetum sylvaticum
[],Equisetum telmateia,//floranorthamerica.org/Equisetum_telmateia,0,1,Equisetum telmateia
[],Equisetum variegatum,//floranorthamerica.org/Equisetum_variegatum,0,1,Equisetum variegatum
[],Equisetum ×ferrissii,//floranorthamerica.org/Equisetum_%C3%97ferrissii,0,1,Equisetum ×ferrissii
[],Equisetum ×litorale,//floranorthamerica.org/Equisetum_%C3%97litorale,0,1,Equisetum ×litorale
[],Equisetum ×mackaii,//floranorthamerica.org/Equisetum_%C3%97mackaii,0,1,Equisetum ×mackaii
[],Equisetum ×nelsonii,//floranorthamerica.org/Equisetum_%C3%97nelsonii,0,1,Equisetum ×nelsonii
[],Ginkgo biloba,//floranorthamerica.org/Ginkgo_biloba,0,1,Ginkgo biloba
[],Grammitis nimbata,//floranorthamerica.org/Grammitis_nimbata,0,1,Grammitis nimbata
[],Gymnocarpium appalachianum,//floranorthamerica.org/Gymnocarpium_appalachianum,0,1,Gymnocarpium appalachianum
[],Gymnocarpium disjunctum,//floranorthamerica.org/Gymnocarpium_disjunctum,0,1,Gymnocarpium disjunctum
[],Gymnocarpium dryopteris,//floranorthamerica.org/Gymnocarpium_dryopteris,0,1,Gymnocarpium dryopteris
[],Gymnocarpium jessoense,//floranorthamerica.org/Gymnocarpium_jessoense,0,1,Gymnocarpium jessoense
[],Gymnocarpium robertianum,//floranorthamerica.org/Gymnocarpium_robertianum,0,1,Gymnocarpium robertianum
[],Huperzia appalachiana,//floranorthamerica.org/Huperzia_appalachiana,0,1,Huperzia appalachiana
[],Huperzia haleakalae,//floranorthamerica.org/Huperzia_haleakalae,0,1,Huperzia haleakalae
[],Huperzia lucidula,//floranorthamerica.org/Huperzia_lucidula,0,1,Huperzia lucidula
[],Huperzia miyoshiana,//floranorthamerica.org/Huperzia_miyoshiana,0,1,Huperzia miyoshiana
[],Huperzia occidentalis,//floranorthamerica.org/Huperzia_occidentalis,0,1,Huperzia occidentalis
[],Huperzia porophila,//floranorthamerica.org/Huperzia_porophila,0,1,Huperzia porophila
[],Huperzia selago,//floranorthamerica.org/Huperzia_selago,0,1,Huperzia selago
[],Hymenophyllum tayloriae,//floranorthamerica.org/Hymenophyllum_tayloriae,0,1,Hymenophyllum tayloriae
[],Hymenophyllum tunbrigense,//floranorthamerica.org/Hymenophyllum_tunbrigense,0,1,Hymenophyllum tunbrigense
[],Hymenophyllum wrightii,//floranorthamerica.org/Hymenophyllum_wrightii,0,1,Hymenophyllum wrightii
[],Hypolepis repens,//floranorthamerica.org/Hypolepis_repens,0,1,Hypolepis repens
[],Isoëtes acadiensis,//floranorthamerica.org/Iso%C3%ABtes_acadiensis,0,1,Isoëtes acadiensis
[],Isoëtes bolanderi,//floranorthamerica.org/Iso%C3%ABtes_bolanderi,0,1,Isoëtes bolanderi
[],Isoëtes boomii,//floranorthamerica.org/Iso%C3%ABtes_boomii,0,1,Isoëtes boomii
[],Isoëtes butleri,//floranorthamerica.org/Iso%C3%ABtes_butleri,0,1,Isoëtes butleri
[],Isoëtes caroliniana,//floranorthamerica.org/Iso%C3%ABtes_caroliniana,0,1,Isoëtes caroliniana
[],Isoëtes echinospora,//floranorthamerica.org/Iso%C3%ABtes_echinospora,0,1,Isoëtes echinospora
[],Isoëtes engelmannii,//floranorthamerica.org/Iso%C3%ABtes_engelmannii,0,1,Isoëtes engelmannii
[],Isoëtes flaccida,//floranorthamerica.org/Iso%C3%ABtes_flaccida,0,1,Isoëtes flaccida
[],Isoëtes georgiana,//floranorthamerica.org/Iso%C3%ABtes_georgiana,0,1,Isoëtes georgiana
[],Isoëtes howellii,//floranorthamerica.org/Iso%C3%ABtes_howellii,0,1,Isoëtes howellii
[],Isoëtes lacustris,//floranorthamerica.org/Iso%C3%ABtes_lacustris,0,1,Isoëtes lacustris
[],Isoëtes lithophila,//floranorthamerica.org/Iso%C3%ABtes_lithophila,0,1,Isoëtes lithophila
[],Isoëtes louisianensis,//floranorthamerica.org/Iso%C3%ABtes_louisianensis,0,1,Isoëtes louisianensis
[],Isoëtes maritima,//floranorthamerica.org/Iso%C3%ABtes_maritima,0,1,Isoëtes maritima
[],Isoëtes melanopoda,//floranorthamerica.org/Iso%C3%ABtes_melanopoda,0,1,Isoëtes melanopoda
[],Isoëtes melanospora,//floranorthamerica.org/Iso%C3%ABtes_melanospora,0,1,Isoëtes melanospora
[],Isoëtes nuttallii,//floranorthamerica.org/Iso%C3%ABtes_nuttallii,0,1,Isoëtes nuttallii
[],Isoëtes occidentalis,//floranorthamerica.org/Iso%C3%ABtes_occidentalis,0,1,Isoëtes occidentalis
[],Isoëtes orcuttii,//floranorthamerica.org/Iso%C3%ABtes_orcuttii,0,1,Isoëtes orcuttii
[],Isoëtes prototypus,//floranorthamerica.org/Iso%C3%ABtes_prototypus,0,1,Isoëtes prototypus
[],Isoëtes riparia,//floranorthamerica.org/Iso%C3%ABtes_riparia,0,1,Isoëtes riparia
[],Isoëtes tegetiformans,//floranorthamerica.org/Iso%C3%ABtes_tegetiformans,0,1,Isoëtes tegetiformans
[],Isoëtes tuckermanii,//floranorthamerica.org/Iso%C3%ABtes_tuckermanii,0,1,Isoëtes tuckermanii
[],Isoëtes virginica,//floranorthamerica.org/Iso%C3%ABtes_virginica,0,1,Isoëtes virginica
[],Juniperus ashei,//floranorthamerica.org/Juniperus_ashei,0,1,Juniperus ashei
[],Juniperus californica,//floranorthamerica.org/Juniperus_californica,0,1,Juniperus californica
[],Juniperus coahuilensis,//floranorthamerica.org/Juniperus_coahuilensis,0,1,Juniperus coahuilensis
[],Juniperus communis,//floranorthamerica.org/Juniperus_communis,0,1,Juniperus communis
[],Juniperus deppeana,//floranorthamerica.org/Juniperus_deppeana,0,1,Juniperus deppeana
[],Juniperus flaccida,//floranorthamerica.org/Juniperus_flaccida,0,1,Juniperus flaccida
[],Juniperus horizontalis,//floranorthamerica.org/Juniperus_horizontalis,0,1,Juniperus horizontalis
[],Juniperus monosperma,//floranorthamerica.org/Juniperus_monosperma,0,1,Juniperus monosperma
[],Juniperus occidentalis,//floranorthamerica.org/Juniperus_occidentalis,0,1,Juniperus occidentalis
[],Juniperus osteosperma,//floranorthamerica.org/Juniperus_osteosperma,0,1,Juniperus osteosperma
[],Juniperus pinchotii,//floranorthamerica.org/Juniperus_pinchotii,0,1,Juniperus pinchotii
[],Juniperus scopulorum,//floranorthamerica.org/Juniperus_scopulorum,0,1,Juniperus scopulorum
[],Juniperus virginiana,//floranorthamerica.org/Juniperus_virginiana,0,1,Juniperus virginiana
[],Larix laricina,//floranorthamerica.org/Larix_laricina,0,1,Larix laricina
[],Larix lyallii,//floranorthamerica.org/Larix_lyallii,0,1,Larix lyallii
[],Larix occidentalis,//floranorthamerica.org/Larix_occidentalis,0,1,Larix occidentalis
[],Lomariopsis kunzeana,//floranorthamerica.org/Lomariopsis_kunzeana,0,1,Lomariopsis kunzeana
[],Lycopodiella alopecuroides,//floranorthamerica.org/Lycopodiella_alopecuroides,0,1,Lycopodiella alopecuroides
[],Lycopodiella appressa,//floranorthamerica.org/Lycopodiella_appressa,0,1,Lycopodiella appressa
[],Lycopodiella inundata,//floranorthamerica.org/Lycopodiella_inundata,0,1,Lycopodiella inundata
[],Lycopodiella margueriteae,//floranorthamerica.org/Lycopodiella_margueriteae,0,1,Lycopodiella margueriteae
[],Lycopodiella prostrata,//floranorthamerica.org/Lycopodiella_prostrata,0,1,Lycopodiella prostrata
[],Lycopodiella subappressa,//floranorthamerica.org/Lycopodiella_subappressa,0,1,Lycopodiella subappressa
[],Lycopodium annotinum,//floranorthamerica.org/Lycopodium_annotinum,0,1,Lycopodium annotinum
[],Lycopodium clavatum,//floranorthamerica.org/Lycopodium_clavatum,0,1,Lycopodium clavatum
[],Lycopodium dendroideum,//floranorthamerica.org/Lycopodium_dendroideum,0,1,Lycopodium dendroideum
[],Lycopodium hickeyi,//floranorthamerica.org/Lycopodium_hickeyi,0,1,Lycopodium hickeyi
[],Lycopodium lagopus,//floranorthamerica.org/Lycopodium_lagopus,0,1,Lycopodium lagopus
[],Lycopodium obscurum,//floranorthamerica.org/Lycopodium_obscurum,0,1,Lycopodium obscurum
[],Lygodium japonicum,//floranorthamerica.org/Lygodium_japonicum,0,1,Lygodium japonicum
[],Lygodium microphyllum,//floranorthamerica.org/Lygodium_microphyllum,0,1,Lygodium microphyllum
[],Lygodium palmatum,//floranorthamerica.org/Lygodium_palmatum,0,1,Lygodium palmatum
[],Macrothelypteris torresiana,//floranorthamerica.org/Macrothelypteris_torresiana,0,1,Macrothelypteris torresiana
[],Marsilea ancylopoda,//floranorthamerica.org/Marsilea_ancylopoda,0,1,Marsilea ancylopoda
[],Marsilea macropoda,//floranorthamerica.org/Marsilea_macropoda,0,1,Marsilea macropoda
[],Marsilea mollis,//floranorthamerica.org/Marsilea_mollis,0,1,Marsilea mollis
[],Marsilea oligospora,//floranorthamerica.org/Marsilea_oligospora,0,1,Marsilea oligospora
[],Marsilea quadrifolia,//floranorthamerica.org/Marsilea_quadrifolia,0,1,Marsilea quadrifolia
[],Marsilea vestita,//floranorthamerica.org/Marsilea_vestita,0,1,Marsilea vestita
[],Matteuccia struthiopteris,//floranorthamerica.org/Matteuccia_struthiopteris,0,1,Matteuccia struthiopteris
[],Maxonia apiifolia,//floranorthamerica.org/Maxonia_apiifolia,0,1,Maxonia apiifolia
[],Microgramma heterophylla,//floranorthamerica.org/Microgramma_heterophylla,0,1,Microgramma heterophylla
[],Nephrolepis biserrata,//floranorthamerica.org/Nephrolepis_biserrata,0,1,Nephrolepis biserrata
[],Nephrolepis cordifolia,//floranorthamerica.org/Nephrolepis_cordifolia,0,1,Nephrolepis cordifolia
[],Nephrolepis exaltata,//floranorthamerica.org/Nephrolepis_exaltata,0,1,Nephrolepis exaltata
[],Nephrolepis multiflora,//floranorthamerica.org/Nephrolepis_multiflora,0,1,Nephrolepis multiflora
[],Nephrolepis ×averyi,//floranorthamerica.org/Nephrolepis_%C3%97averyi,0,1,Nephrolepis ×averyi
[],Neurodium lanceolatum,//floranorthamerica.org/Neurodium_lanceolatum,0,1,Neurodium lanceolatum
[],Notholaena aliena,//floranorthamerica.org/Notholaena_aliena,0,1,Notholaena aliena
[],Notholaena aschenborniana,//floranorthamerica.org/Notholaena_aschenborniana,0,1,Notholaena aschenborniana
[],Notholaena californica,//floranorthamerica.org/Notholaena_californica,0,1,Notholaena californica
[],Notholaena copelandii,//floranorthamerica.org/Notholaena_copelandii,0,1,Notholaena copelandii
[],Notholaena grayi,//floranorthamerica.org/Notholaena_grayi,0,1,Notholaena grayi
[],Notholaena greggii,//floranorthamerica.org/Notholaena_greggii,0,1,Notholaena greggii
[],Notholaena lemmonii,//floranorthamerica.org/Notholaena_lemmonii,0,1,Notholaena lemmonii
[],Notholaena nealleyi,//floranorthamerica.org/Notholaena_nealleyi,0,1,Notholaena nealleyi
[],Notholaena neglecta,//floranorthamerica.org/Notholaena_neglecta,0,1,Notholaena neglecta
[],Notholaena standleyi,//floranorthamerica.org/Notholaena_standleyi,0,1,Notholaena standleyi
[],Odontosoria clavata,//floranorthamerica.org/Odontosoria_clavata,0,1,Odontosoria clavata
[],Onoclea sensibilis,//floranorthamerica.org/Onoclea_sensibilis,0,1,Onoclea sensibilis
[],Ophioglossum californicum,//floranorthamerica.org/Ophioglossum_californicum,0,1,Ophioglossum californicum
[],Ophioglossum crotalophoroides,//floranorthamerica.org/Ophioglossum_crotalophoroides,0,1,Ophioglossum crotalophoroides
[],Ophioglossum engelmannii,//floranorthamerica.org/Ophioglossum_engelmannii,0,1,Ophioglossum engelmannii
[],Ophioglossum nudicaule,//floranorthamerica.org/Ophioglossum_nudicaule,0,1,Ophioglossum nudicaule
[],Ophioglossum petiolatum,//floranorthamerica.org/Ophioglossum_petiolatum,0,1,Ophioglossum petiolatum
[],Ophioglossum pusillum,//floranorthamerica.org/Ophioglossum_pusillum,0,1,Ophioglossum pusillum
[],Ophioglossum vulgatum,//floranorthamerica.org/Ophioglossum_vulgatum,0,1,Ophioglossum vulgatum
[],Osmunda cinnamomea,//floranorthamerica.org/Osmunda_cinnamomea,0,1,Osmunda cinnamomea
[],Osmunda claytoniana,//floranorthamerica.org/Osmunda_claytoniana,0,1,Osmunda claytoniana
[],Osmunda regalis,//floranorthamerica.org/Osmunda_regalis,0,1,Osmunda regalis
[],Osmunda ruggii,//floranorthamerica.org/Osmunda_ruggii,0,1,Osmunda ruggii
[],Palhinhaea cernua,//floranorthamerica.org/Palhinhaea_cernua,0,1,Palhinhaea cernua
[],Pecluma dispersa,//floranorthamerica.org/Pecluma_dispersa,0,1,Pecluma dispersa
[],Pecluma plumula,//floranorthamerica.org/Pecluma_plumula,0,1,Pecluma plumula
[],Pecluma ptilodon,//floranorthamerica.org/Pecluma_ptilodon,0,1,Pecluma ptilodon
[],Pellaea andromedifolia,//floranorthamerica.org/Pellaea_andromedifolia,0,1,Pellaea andromedifolia
[],Pellaea atropurpurea,//floranorthamerica.org/Pellaea_atropurpurea,0,1,Pellaea atropurpurea
[],Pellaea brachyptera,//floranorthamerica.org/Pellaea_brachyptera,0,1,Pellaea brachyptera
[],Pellaea breweri,//floranorthamerica.org/Pellaea_breweri,0,1,Pellaea breweri
[],Pellaea bridgesii,//floranorthamerica.org/Pellaea_bridgesii,0,1,Pellaea bridgesii
[],Pellaea cordifolia,//floranorthamerica.org/Pellaea_cordifolia,0,1,Pellaea cordifolia
[],Pellaea gastonyi,//floranorthamerica.org/Pellaea_gastonyi,0,1,Pellaea gastonyi
[],Pellaea glabella,//floranorthamerica.org/Pellaea_glabella,0,1,Pellaea glabella
[],Pellaea intermedia,//floranorthamerica.org/Pellaea_intermedia,0,1,Pellaea intermedia
[],Pellaea lyngholmii,//floranorthamerica.org/Pellaea_lyngholmii,0,1,Pellaea lyngholmii
[],Pellaea mucronata,//floranorthamerica.org/Pellaea_mucronata,0,1,Pellaea mucronata
[],Pellaea ovata,//floranorthamerica.org/Pellaea_ovata,0,1,Pellaea ovata
[],Pellaea ternifolia,//floranorthamerica.org/Pellaea_ternifolia,0,1,Pellaea ternifolia
[],Pellaea truncata,//floranorthamerica.org/Pellaea_truncata,0,1,Pellaea truncata
[],Pellaea wrightiana,//floranorthamerica.org/Pellaea_wrightiana,0,1,Pellaea wrightiana
[],Pentagramma pallida,//floranorthamerica.org/Pentagramma_pallida,0,1,Pentagramma pallida
[],Pentagramma triangularis,//floranorthamerica.org/Pentagramma_triangularis,0,1,Pentagramma triangularis
[],Phanerophlebia auriculata,//floranorthamerica.org/Phanerophlebia_auriculata,0,1,Phanerophlebia auriculata
[],Phanerophlebia umbonata,//floranorthamerica.org/Phanerophlebia_umbonata,0,1,Phanerophlebia umbonata
[],Phegopteris connectilis,//floranorthamerica.org/Phegopteris_connectilis,0,1,Phegopteris connectilis
[],Phegopteris hexagonoptera,//floranorthamerica.org/Phegopteris_hexagonoptera,0,1,Phegopteris hexagonoptera
[],Phlebodium aureum,//floranorthamerica.org/Phlebodium_aureum,0,1,Phlebodium aureum
[],Phlegmariurus dichotomus,//floranorthamerica.org/Phlegmariurus_dichotomus,0,1,Phlegmariurus dichotomus
[],Picea abies,//floranorthamerica.org/Picea_abies,0,1,Picea abies
